receipt_id,barcode,description,final_price,item_price,quantity_purchased
5ff36c750a7214ada100058f,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,1
5ff36d860a720f05230005a7,041129002292,CLASSICO Traditional Basil Pesto 14OZ 12pack,1,1,1
5ff36d9f0a720f05230005ab,043000946060,K9 Crystal Chandelier with 4 Lights in Globe Shape,1,1,1
5ff36adb0a720f0523000590,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,9.99,1
5ff36adb0a720f0523000590,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,9.99,1
5ff36adb0a720f0523000590,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,9.99,1
5ff36adb0a720f0523000590,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,9.99,1
5ff36adb0a720f0523000590,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,9.99,1
5ff36da00a7214ada100059b,021000012961,,1,1,1
5ff36dc40a7214ada100059f,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,1
5ff36dc40a7214ada100059f,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,1
5ff36dc40a7214ada100059f,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,1
5ff36dc40a7214ada100059f,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,1
5ff36dc40a7214ada100059f,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,1
5ff36dc40a7214ada100059f,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,1
5ff36dc40a7214ada100059f,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,1
5ff36dc40a7214ada100059f,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,1
5ff36dc40a7214ada100059f,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,1
5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,1
5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,1
5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,1
5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,1
5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,1
5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,1
5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,1
5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,1
5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,1
5ff36d780a7214ada1000593,021000059232,,10,10,1
5ff371410a7214ada10005ba,043000004944,"MAXWELL HOUSE Orange International Cafe Beverage Mix, 9.3 OZ",1,1,1
5ff36c8b0a720f05230005a1,759283400082,KRAFT BACK TO NATURE CHEDDAR CHEESE SHELL MACARONI AND CHEESE MIX 6 OZ - 0759283400081,1,1,1
5ff36c550a7214ada1000588,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,5,1
5ff36c550a7214ada1000588,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,5,1
5ff36c550a7214ada1000588,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,5,1
5ff36c550a7214ada1000588,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,5,1
5ff36c550a7214ada1000588,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,5,1
5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,1
5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,1
5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,1
5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,1
5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,1
5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,1
5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,1
5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,1
5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,1
5ff371450a7214ada10005bd,029000024748,NATURE TREE Walnuts 8oz,9.99,9.99,1
5ff371450a7214ada10005bd,029000024748,NATURE TREE Walnuts 8oz,9.99,9.99,1
5ff371450a7214ada10005bd,029000024748,NATURE TREE Walnuts 8oz,9.99,9.99,1
5ff371450a7214ada10005bd,029000024748,NATURE TREE Walnuts 8oz,9.99,9.99,1
5ff371450a7214ada10005bd,029000024748,NATURE TREE Walnuts 8oz,9.99,9.99,1
5ff36d9d0a720f05230005aa,044700002810,OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281,5,5,1
5ff36d9d0a720f05230005aa,044700002810,OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281,5,5,1
5ff36d9d0a720f05230005aa,044700002810,OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281,5,5,1
5ff36d9d0a720f05230005aa,044700002810,OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281,5,5,1
5ff36d9d0a720f05230005aa,044700002810,OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281,5,5,1
5ff36c590a7214ada1000589,043000079904,GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ,5,5,1
5ff36c590a7214ada1000589,043000079904,GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ,5,5,1
5ff36c590a7214ada1000589,043000079904,GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ,5,5,1
5ff36c590a7214ada1000589,043000079904,GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ,5,5,1
5ff36c590a7214ada1000589,043000079904,GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ,5,5,1
5ff29be20a7214ada1000571,044000000745,-Cheddar,1.00,1.00,1
5ff3416f0a7214ada1000576,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,28.57,1
5ff36c6d0a720f0523000597,046704085905,T.G.I. FRIDAY'S(r) Frozen Loaded Baked Potato Cheese Spread DIP BOX 8 OZ 004670408590,4.55,4.55,1
5ff36c6d0a720f0523000597,046704085905,T.G.I. FRIDAY'S(r) Frozen Loaded Baked Potato Cheese Spread DIP BOX 8 OZ 004670408590,4.55,4.55,1
5ff36c6d0a720f0523000597,046704085905,T.G.I. FRIDAY'S(r) Frozen Loaded Baked Potato Cheese Spread DIP BOX 8 OZ 004670408590,4.55,4.55,1
5ff36c6d0a720f0523000597,046704085905,T.G.I. FRIDAY'S(r) Frozen Loaded Baked Potato Cheese Spread DIP BOX 8 OZ 004670408590,4.55,4.55,1
5ff36a830a7214ada100057b,021000057832,,1,1,1
5ff36c570a720f0523000593,021000002917,,10,10,1
5ff3713c0a7214ada10005b6,044700019917,OSCAR MAYER Lower Sodium Bacon 16 oz. Pack,10,10,1
5ff371130a7214ada10005aa,043000035818,"TASSIMO French Vanilla T-Discs, 80ct",0.99,0.99,1
5ff370f00a7214ada10005a3,070085046583,,9.99,9.99,1
5ff370f00a7214ada10005a3,070085046583,,9.99,9.99,1
5ff370f00a7214ada10005a3,070085046583,,9.99,9.99,1
5ff370f00a7214ada10005a3,070085046583,,9.99,9.99,1
5ff370f00a7214ada10005a3,070085046583,,9.99,9.99,1
5ff371240a7214ada10005b3,044700073377,"OSCAR MAYER Jumbo Angus Beef Uncured Franks, 15.0 OZ",1,1,1
5ff36c8d0a7214ada1000591,021000055920,,1,1,1
5ff36ad40a7214ada1000585,021000051885,,0.99,0.99,1
5ff36dcb0a7214ada10005a0,071040063102,,9.99,9.99,1
5ff3416d0a7214ada1000575,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,28.57,1
5ff4ce430a7214ada10005d8,4011,ITEM NOT FOUND,25.00,25.00,4
5ff4ce400a7214ada10005d5,4011,ITEM NOT FOUND,27.00,27.00,5
5ff4a4ca0a7214ada10005d0,,"mueller austria hypergrind precision electric spice/coffee grinder millwith large grinding capacity and hd motor also for spices, herbs, nuts,grains, white",22.97,22.97,1
5ff4a4ca0a7214ada10005d0,,thindust summer face mask - sun protection neck gaiter for outdooractivities,11.99,11.99,1
5ff473de0a720f05230005bd,022174070214,CJN INJ & LSN GLD GRLN KIT BOX 1 CT,1,1,1
5ff4ce8c0a7214ada10005e6,079400066619,SUAVE PROFESSIONALS MOISTURIZING SHAMPOO LIQUID PLASTIC BOTTLE RP 12.6 OZ - 0079400066612,1,1,1
5ff4ce3d0a7214ada10005d3,4011,ITEM NOT FOUND,29.00,29.00,2
5ff473b40a7214ada10005c5,043000012871,Crystal Light On-the-Go Raspberry Green Tea Drink Mix 10 ct Box,1,1,1
5ff473f30a720f05230005c0,043000077467,O THAT'S GOOD Baked Potato Soup 16 OZ,10,10,1
5ff4ce3a0a7214ada10005d2,4011,ITEM NOT FOUND,21.00,21.00,2
5ff473a90a7214ada10005c2,043000008836,MAXWELL HOUSE International Cinnamon Dulce Cappuccino Cafe-Style Beverage Mix 9.1 oz. Tub,5,5,1
5ff473a90a7214ada10005c2,043000008836,MAXWELL HOUSE International Cinnamon Dulce Cappuccino Cafe-Style Beverage Mix 9.1 oz. Tub,5,5,1
5ff473a90a7214ada10005c2,043000008836,MAXWELL HOUSE International Cinnamon Dulce Cappuccino Cafe-Style Beverage Mix 9.1 oz. Tub,5,5,1
5ff473a90a7214ada10005c2,043000008836,MAXWELL HOUSE International Cinnamon Dulce Cappuccino Cafe-Style Beverage Mix 9.1 oz. Tub,5,5,1
5ff473a90a7214ada10005c2,043000008836,MAXWELL HOUSE International Cinnamon Dulce Cappuccino Cafe-Style Beverage Mix 9.1 oz. Tub,5,5,1
5ff473b10a7214ada10005c4,021000068364,"JUST CRACK AN EGG Scramble Kit, Family Size Ultimate Scramble - 2 12oz trays",9.99,9.99,1
5ff473b10a7214ada10005c4,021000068364,"JUST CRACK AN EGG Scramble Kit, Family Size Ultimate Scramble - 2 12oz trays",9.99,9.99,1
5ff473b10a7214ada10005c4,021000068364,"JUST CRACK AN EGG Scramble Kit, Family Size Ultimate Scramble - 2 12oz trays",9.99,9.99,1
5ff473b10a7214ada10005c4,021000068364,"JUST CRACK AN EGG Scramble Kit, Family Size Ultimate Scramble - 2 12oz trays",9.99,9.99,1
5ff473b10a7214ada10005c4,021000068364,"JUST CRACK AN EGG Scramble Kit, Family Size Ultimate Scramble - 2 12oz trays",9.99,9.99,1
5ff4ce550a7214ada10005db,4011,ITEM NOT FOUND,1,1,1
5ff4ce550a7214ada10005db,1234,,,,
5ff4ce430a720f05230005c9,4011,ITEM NOT FOUND,29.00,29.00,1
5ff473d40a7214ada10005c9,021000013869,,9.99,9.99,1
5ff4ce690a7214ada10005e2,075925306254,,1,1,1
5ff4ce690a7214ada10005e2,075925306254,,10.00,10.00,2
5ff4ce690a7214ada10005e2,034100573065,MILLER LITE 24 PACK 12OZ CAN,1.00,1.00,1
5ff4ce690a7214ada10005e2,034100573065,MILLER LITE 24 PACK 12OZ CAN,1.00,1.00,1
5ff4ce690a7214ada10005e2,,,,,
5ff473f60a7214ada10005ce,044700030479,OSCAR MAYER Deli Fresh Deli Fresh Brown Sugar Ham 8.00-oz,9.99,9.99,1
5ff473f60a7214ada10005ce,044700030479,OSCAR MAYER Deli Fresh Deli Fresh Brown Sugar Ham 8.00-oz,9.99,9.99,1
5ff473f60a7214ada10005ce,044700030479,OSCAR MAYER Deli Fresh Deli Fresh Brown Sugar Ham 8.00-oz,9.99,9.99,1
5ff473f60a7214ada10005ce,044700030479,OSCAR MAYER Deli Fresh Deli Fresh Brown Sugar Ham 8.00-oz,9.99,9.99,1
5ff473f60a7214ada10005ce,044700030479,OSCAR MAYER Deli Fresh Deli Fresh Brown Sugar Ham 8.00-oz,9.99,9.99,1
5ff473cf0a7214ada10005c8,041258081601,WYLER'S Instant Bouillon Powder - Chicken Flavor 2.00-oz,9.99,9.99,1
5fa5ad370a720f05ef000089,075925306254,,1,1,1
5fa5ad370a720f05ef000089,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,1
5fa5ad370a720f05ef000089,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,1
5fa5ad370a720f05ef000089,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,1
5fa5ad370a720f05ef000089,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,1
5fa5ad370a720f05ef000089,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,1
5fa5ad370a720f05ef000089,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,1
5fa5ad370a720f05ef000089,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,1
5fa5ad370a720f05ef000089,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,1
5fa5ad370a720f05ef000089,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,1
5fa5ad370a720f05ef000089,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,1
5ff4ce650a7214ada10005e1,075925306254,,1,1,1
5ff4ce650a7214ada10005e1,,,,,
5ff4ce650a7214ada10005e1,,,,,
5ff4ce650a7214ada10005e1,,,,,
5ff4ce650a7214ada10005e1,,,,,
5ff4ce650a7214ada10005e1,,,,,
5ff4ce650a7214ada10005e1,,,,,
5ff4ce650a7214ada10005e1,,,,,
5ff4ce650a7214ada10005e1,,,,,
5ff4ce650a7214ada10005e1,,,,,
5ff4ce650a7214ada10005e1,,,,,
5ff473e40a7214ada10005cc,043000075821,"MAXWELL HOUSE Indulge Max Coffee Drink Mix, Mocha + Salted Caramel - 12 oz",1,1,1
5ff4ce3c0a720f05230005c4,,,,,
5ff4ce3c0a720f05230005c4,,,,,
5ff473d00a720f05230005bb,041258081601,WYLER'S Instant Bouillon Powder - Chicken Flavor 2.00-oz,0.99,0.99,1
5ff473b20a720f05230005b7,021000667543,Dressing KRAFT Free Catalina 90 Ounce,9.99,9.99,1
5ff473b20a720f05230005b7,021000667543,Dressing KRAFT Free Catalina 90 Ounce,9.99,9.99,1
5ff473b20a720f05230005b7,021000667543,Dressing KRAFT Free Catalina 90 Ounce,9.99,9.99,1
5ff473b20a720f05230005b7,021000667543,Dressing KRAFT Free Catalina 90 Ounce,9.99,9.99,1
5ff473b20a720f05230005b7,021000667543,Dressing KRAFT Free Catalina 90 Ounce,9.99,9.99,1
5ff473ad0a7214ada10005c3,013120013966,ORE-IDA Diced Hash Brown Potatoes 5 lb. Bag,1,1,1
5ff4ce640a7214ada10005e0,4011,ITEM NOT FOUND,1,1,1
5ff4ce3f0a720f05230005c6,4011,ITEM NOT FOUND,29.00,29.00,2
5ff4ce4e0a7214ada10005da,4011,ITEM NOT FOUND,1,1,1
5ff4ce4e0a7214ada10005da,1234,,,,
5ff473bc0a720f05230005b8,021000068760,FOOD NETWORK KITCHEN INSPIRATIONS Shrimp Scampi Kit 4 OZ,4.55,4.55,1
5ff473bc0a720f05230005b8,021000068760,FOOD NETWORK KITCHEN INSPIRATIONS Shrimp Scampi Kit 4 OZ,4.55,4.55,1
5ff473bc0a720f05230005b8,021000068760,FOOD NETWORK KITCHEN INSPIRATIONS Shrimp Scampi Kit 4 OZ,4.55,4.55,1
5ff473bc0a720f05230005b8,021000068760,FOOD NETWORK KITCHEN INSPIRATIONS Shrimp Scampi Kit 4 OZ,4.55,4.55,1
5ff4a80e0a720f05230005c2,,"mueller austria hypergrind precision electric spice/coffee grinder millwith large grinding capacity and hd motor also for spices, herbs, nuts,grains, white",22.97,22.97,1
5ff4a80e0a720f05230005c2,,thindust summer face mask - sun protection neck gaiter for outdooractivities,11.99,11.99,1
5ff5d1da0a7214ada10005f8,070277290107,,1,1,1
5ff5d1d40a7214ada10005f4,041129088005,CLASSICO Tomato & Basil Pasta Sauce 44 oz. Jar,5,5,1
5ff5d1d40a7214ada10005f4,041129088005,CLASSICO Tomato & Basil Pasta Sauce 44 oz. Jar,5,5,1
5ff5d1d40a7214ada10005f4,041129088005,CLASSICO Tomato & Basil Pasta Sauce 44 oz. Jar,5,5,1
5ff5d1d40a7214ada10005f4,041129088005,CLASSICO Tomato & Basil Pasta Sauce 44 oz. Jar,5,5,1
5ff5d1d40a7214ada10005f4,041129088005,CLASSICO Tomato & Basil Pasta Sauce 44 oz. Jar,5,5,1
5ff5d1a00a7214ada10005ed,013000993906,"HEINZ Cleaning Vinegar, 1 GAL",1,1,1
5ff5d1e20a720f05230005da,043000065198,"GEVALIA KAFFE Caramel Iced Coffee with Almond Milk, 33.8 fl oz",1,1,1
5ff5d1e10a720f05230005d9,021000050765,,9.99,9.99,1
5ff5d1e10a720f05230005d9,021000050765,,9.99,9.99,1
5ff5d1e10a720f05230005d9,021000050765,,9.99,9.99,1
5ff5d1e10a720f05230005d9,021000050765,,9.99,9.99,1
5ff5d1e10a720f05230005d9,021000050765,,9.99,9.99,1
5ff5d1fd0a720f05230005de,021000032778,KRAFT HEINZ TACO BELL HOME ORIGINALS JALAPENO TACO SAUCE 8 OZ - 0021000032771,9.99,9.99,1
5ff5d1fd0a720f05230005de,021000032778,KRAFT HEINZ TACO BELL HOME ORIGINALS JALAPENO TACO SAUCE 8 OZ - 0021000032771,9.99,9.99,1
5ff5d1fd0a720f05230005de,021000032778,KRAFT HEINZ TACO BELL HOME ORIGINALS JALAPENO TACO SAUCE 8 OZ - 0021000032771,9.99,9.99,1
5ff5d1fd0a720f05230005de,021000032778,KRAFT HEINZ TACO BELL HOME ORIGINALS JALAPENO TACO SAUCE 8 OZ - 0021000032771,9.99,9.99,1
5ff5d1fd0a720f05230005de,021000032778,KRAFT HEINZ TACO BELL HOME ORIGINALS JALAPENO TACO SAUCE 8 OZ - 0021000032771,9.99,9.99,1
5ff5d1fd0a720f05230005de,021000032778,KRAFT HEINZ TACO BELL HOME ORIGINALS JALAPENO TACO SAUCE 8 OZ - 0021000032771,9.99,9.99,1
5ff5d1fd0a720f05230005de,021000032778,KRAFT HEINZ TACO BELL HOME ORIGINALS JALAPENO TACO SAUCE 8 OZ - 0021000032771,9.99,9.99,1
5ff5d1fd0a720f05230005de,021000032778,KRAFT HEINZ TACO BELL HOME ORIGINALS JALAPENO TACO SAUCE 8 OZ - 0021000032771,9.99,9.99,1
5ff5d1fd0a720f05230005de,021000032778,KRAFT HEINZ TACO BELL HOME ORIGINALS JALAPENO TACO SAUCE 8 OZ - 0021000032771,9.99,9.99,1
5ff5d1d80a7214ada10005f6,043000046814,"YUBAN Pmild Pacific Coast Blend Roast Premium Ground Coffee, 29 Oz",5,5,1
5ff5d1d80a7214ada10005f6,043000046814,"YUBAN Pmild Pacific Coast Blend Roast Premium Ground Coffee, 29 Oz",5,5,1
