brand_id,barcode,brand_code,category,category_code,name,top_brand,cpg_id
57e58157e4b0ac389136a30a,511111602279,CRISPIN,Beer Wine Spirits,,Crispin Cider Company,False,5332f709e4b03c9a25efd0f1
5fd3acb6be37ce0d9386bb41,511111318194,TEST BRANDCODE @1607707830137,Baking,BAKING,test brand @1607707830137,False,5fd3acb5be37ce0d9386bb3e
5e90a545ee7f2d70340f40d7,511111114413,CLARITIN®,Health & Wellness,HEALTHY_AND_WELLNESS,Claritin®,False,5d9b4f591dda2c6225a284aa
5daf5e94a60b87376833e362,511111706045,COOKIE CRISP,Breakfast & Cereal,,Cookie Crisp™,,5332f5f3e4b03c9a25efd0ae
5fb2852cbe37ce522e165caf,511111717317,TEST BRANDCODE @1605535020442,Baking,BAKING,test brand @1605535020441,False,5fb2852cbe37ce522e165cae
5332f743e4b03c9a25efd109,511111903789,,Snacks,,Keebler,,5332f5f2e4b03c9a25efd0aa
5fa98944be37ce239d107100,511111417262,TEST BRANDCODE @1604946244750,Baking,BAKING,test brand @1604946244750,False,5fa98944be37ce239d1070ff
5afda65de4b0c11cfecd49fb,511111004561,SNYDERS OF HANOVER,Snacks,,SNYDERS OF HANOVER,False,5a734034e4b0d58f376be874
5332fa7ee4b03c9a25efd230,511111702894,,,,Powerade,,5332f5ebe4b03c9a25efd0a8
57ebbfafe4b0ac389136a332,511111002154,GOOD SEASONS,Condiments & Sauces,,Good Seasons,False,559c2234e4b06aca36af13c6
5f493682be37ce52f8314fce,511111115922,TEST BRANDCODE @1598633602279,Baking,BAKING,test brand @1598633602279,,5f493682be37ce52f8314fcb
57ace91ae4b057c992a316ac,511111602552,,,,Pizza Pizza Pizza,,57ace90fe4b057c992a316ab
5a5d2431e4b06ba572cf24a1,511111200246,REVOLVER,Beer Wine Spirits,,Revolver,,5332f709e4b03c9a25efd0f1
57e5810ce4b0ac389136a307,511111802280,KEYSTONE LIGHT,Beer Wine Spirits,,Keystone Light,False,5332f709e4b03c9a25efd0f1
5332f5f2e4b03c9a25efd0ab,511111604037,,,,Our Family,,5332f5f3e4b03c9a25efd0ac
5db9f9cca60b87376833e36b,511111806226,BETTY CROCKER FRUIT ROLL UPS,Snacks,,Fruit Roll-Ups™,,5332f5f3e4b03c9a25efd0ae
5fd2a0c0be37ce49eb72c0f4,511111118169,TEST BRANDCODE @1607639232356,Candy & Sweets,CANDY_AND_SWEETS,test brand @1607639232356,False,5332fa12e4b03c9a25efd1e7
5aa1b41de4b086c8aad5e096,511111304265,MOMOFUKU,Condiments & Sauces,,MOMOFUKU Sauce,False,559c2234e4b06aca36af13c6
592486bee410d61fcea3d136,511111500735,POPSICLE,Frozen,,POPSICLE,False,5332f5f6e4b03c9a25efd0b4
5332f603e4b03c9a25efd0be,511111103936,MUG Root Beer,Beverages,,Mug Root Beer,False,5332f5fbe4b03c9a25efd0ba
5afda699e4b0c11cfecd49fd,511111704584,TOMS,Snacks,,Tom's,False,5a734034e4b0d58f376be874
5fc54c0bbe37ce1911dbb3b5,511111017899,TEST BRANDCODE @1606765579244,Baking,BAKING,test brand @1606765579244,False,5fc54c0abe37ce1911dbb3b1
5f358338be37ce443bf9d55b,511111715320,TEST BRANDCODE @1597342520305,Baking,BAKING,test brand @1597342520305,,5f358338be37ce443bf9d557
592486bfe410d61fcea3d137,511111000723,PROMISE,Dairy,,PROMISE,,53e10d6368abd3c7065097cc
5a4d2295e4b0d5c3fd86b679,511111200529,OFF THE EATEN PATH,Snacks,,OFF THE EATEN PATH,,5332f5fbe4b03c9a25efd0ba
5f628216be37ce78e6e2efaf,511111116684,TEST BRANDCODE @1600291350125,Candy & Sweets,CANDY_AND_SWEETS,test brand @1600291350125,,5332fa12e4b03c9a25efd1e7
5332f9fce4b03c9a25efd1cd,511111003199,,,,Honey Smacks,,5332f5f2e4b03c9a25efd0aa
5f9770bfbe37ce03d08a2d85,511111117070,TEST BRANDCODE @1603760319758,Baking,BAKING,test brand @1603760319758,,5f9770bfbe37ce03d08a2d83
57ebc293e4b0ac389136a345,511111301974,NANCY'S,Frozen,,Nancy's,False,559c2234e4b06aca36af13c6
5f513e9ebe37ce21f1287c00,511111816492,,Baking,BAKING,test brand @1599159966676,,5f513e9ebe37ce21f1287bff
5332f7b8e4b03c9a25efd145,511111903413,,,,Stella Artois,,5332f7a7e4b03c9a25efd134
5ab153fee4b0915382df761e,511111704379,CAMPBELLS CHUNKY MAXX,Canned Goods & Soups,,Campbell's Chunky Maxx,False,5a734034e4b0d58f376be874
5aa1b5b9e4b05a92fc9b1631,511111004288,FOOD NETWORK KITCHEN INSPIRATIONS,Condiments & Sauces,,FOOD NETWORK KITCHEN INSPIRATIONS,False,559c2234e4b06aca36af13c6
5f3e9172be37ce5a0e01b954,511111215547,TEST BRANDCODE @1597935986390,Baking,BAKING,test brand @1597935986390,,5f3e9172be37ce5a0e01b952
5f4936ddbe37ce52f8314fdc,511111015970,TEST BRANDCODE @1598633693744,Baking,BAKING,test brand @1598633693744,,5f4936ddbe37ce52f8314fda
57c0829ce4b0718ff5fcb03a,511111002437,,,,Victoria,,5332f7a7e4b03c9a25efd134
5a4d244ae4b0bcb2c74ea77f,511111500506,SABRITAS,Snacks,,SABRITAS,,5332f5fbe4b03c9a25efd0ba
57ebbfa1e4b0ac389136a330,511111702177,GEVALIA KAFFE,Beverages,,Gevalia,False,559c2234e4b06aca36af13c6
5f43faabbe37ce3ef3fd3715,511111115717,TEST BRANDCODE @1598290603501,Baking,BAKING,test brand @1598290603501,,5f43faabbe37ce3ef3fd3714
59d550f4e4b090070b009534,511111600633,O THAT'S GOOD,Dairy,,"O, That's Good!",False,559c2234e4b06aca36af13c6
585a9645e4b03e62d1ce0e79,511111801757,CHESTER'S,Snacks,,Chester's,True,5332f5fbe4b03c9a25efd0ba
585a968ee4b03e62d1ce0e82,511111101666,MISS VICKIE'S,Snacks,,Miss Vickies,,5332f5fbe4b03c9a25efd0ba
5d2f6b82a3a01810a2174aed,511111704867,SIR KENSINGTON'S,Condiments & Sauces,,SIR KENSINGTON'S,,5332f5f6e4b03c9a25efd0b4
5fa98944be37ce239d1070fe,511111217251,,Baking,BAKING,test brand @1604946244133,False,5fa98944be37ce239d1070fd
5332f9f2e4b03c9a25efd1c8,511111803232,,,,Crispix,,5332f5f2e4b03c9a25efd0aa
55a41b55e4b0d0a65b3692ef,511111502708,,,,NessAlla,,55a41b4be4b0d0a65b3692ee
5887a372e4b02187f85cdad9,511111001119,DORITOS,Snacks,,Doritos,True,5332f5fbe4b03c9a25efd0ba
57ed0697e4b072ac2294b8f2,511111101895,A.1.,Condiments & Sauces,,A.1.,True,559c2234e4b06aca36af13c6
55b630c2e4b0d8e685c1421d,511111002642,,,,RC Cola,,55b62995e4b0d8e685c14213
5332f605e4b03c9a25efd0c0,511111403913,,,,Amp,,5332f5fbe4b03c9a25efd0ba
5f43faabbe37ce3ef3fd3716,511111315728,TEST BRANDCODE @1598290603587,Baking,BAKING,test brand @1598290603587,,5f43faabbe37ce3ef3fd3714
5d66de49a3a018093ab3472a,511111505433,LOOZA JUICES,Beverages,,Looza Fruit Juices,,5332f5fbe4b03c9a25efd0ba
5da605dc1dda2c3e1416ae83,511111005582,ALEVE,Health & Wellness,,Aleve®,,5d9b4f591dda2c6225a284aa
5e3876bfee7f2d697e835bd3,511111613961,SOFT-SHEEN CARSON - HAIR COLOR,Beauty,,Soft-Sheen Carson - Hair Color,,5e28b81cee7f2d697e835bcd
5fa98945be37ce239d107104,511111217305,TEST BRANDCODE @1604946245499,Candy & Sweets,CANDY_AND_SWEETS,test brand @1604946245498,False,5332fa12e4b03c9a25efd1e7
57ebc11fe4b0ac389136a33a,511111802075,,Baking,,Kraft Caramels,False,559c2234e4b06aca36af13c6
5f494c5f04db711dd8fe87e5,511111716150,TEST BRANDCODE @1598639199117,Baking,BAKING,test brand @1598639199117,,5f494c5d04db711dd8fe87e2
5bd201a990fa074576779a19,511111104698,PULL UPS,Baby,,Pull-Ups,False,550b2565e4b001d5e9e4146f
5fb2852cbe37ce522e165cb1,511111417330,TEST BRANDCODE @1605535020629,Baking,BAKING,test brand @1605535020629,False,5fb2852cbe37ce522e165cae
5332f60ce4b03c9a25efd0c3,511111303893,BRISK,Beverages,,Brisk Iced Tea,False,5332f5fbe4b03c9a25efd0ba
5a7e0604e4b0aedb3b84afd3,511111504139,CHRISXYZ,Beverages,,Chris Brand XYZ,,55b62995e4b0d8e685c14213
5332f9f2e4b03c9a25efd1c7,511111003243,,,,All-Bran,,5332f5f2e4b03c9a25efd0aa
57ebbd44e4b0ac389136a32d,511111002208,BULL'S-EYE,Condiments & Sauces,,Bull's Eye,False,559c2234e4b06aca36af13c6
592486bee410d61fcea3d12f,511111600794,KLONDIKE,Frozen,,KLONDIKE,False,5332f5f6e4b03c9a25efd0b4
592486bee410d61fcea3d12a,511111600848,FRUTTARE,Frozen,,FRUTTARE,,53e10d6368abd3c7065097cc
5da60576a60b87376833e349,511111305569,511111305569,Health & Wellness,,AFRIN® NO DRIP PUMP MISTS,,53e10d6368abd3c7065097cc
5332f5f5e4b03c9a25efd0b0,511111404002,,,,Betty Crocker,,5332f5f3e4b03c9a25efd0ae
580dff9fe4b0f32b2de21382,511111701859,KNOX,Baking,,Knox Gelatin,False,559c2234e4b06aca36af13c6
5da608131dda2c3e1416ae8a,511111505716,511111505716,Health & Wellness,,Claritin® ADULTS,,53e10d6368abd3c7065097cc
588b9f8fe4b02187f85cdada,511111501107,PLANTERS,Snacks,,Planters,False,559c2234e4b06aca36af13c6
592486bde410d61fcea3d127,511111800873,DEGREE,Personal Care,PERSONAL_CARE,DEGREE,False,5332f5f6e4b03c9a25efd0b4
5a4d23dae4b0bcb2c74ea77e,511111000518,CALEB'S KOLA,Beverages,,Caleb's Kola,False,5332f5fbe4b03c9a25efd0ba
5d66dc946d5f3b6188d4f04e,511111305408,LEMON LEMON,Beverages,,Lemon Lemon Sparkling Drinks,,5332f5fbe4b03c9a25efd0ba
592486bfe410d61fcea3d140,511111300656,VASELINE,Personal Care,PERSONAL_CARE,VASELINE,False,5332f5f6e4b03c9a25efd0b4
5d658ff3a3a018514994f432,511111005216,511111005216,Magazines,,Cooking Light Magazine,,53e10d6368abd3c7065097cc
5fcda494be37ce688e08b0cc,511111817932,TEST BRANDCODE @1607312532178,Baking,BAKING,test brand @1607312532178,False,5fcda494be37ce688e08b0cb
5ef4f667be37ce2efae842ea,511111715047,PINESOL,Cleaning & Home Improvement,CLEANING_AND_HOME_IMPROVEMENT,Pinesol,,5eebc5412455c97a877ef382
55b6308ee4b0d8e685c1421a,511111202677,,,,Snapple,,55b62995e4b0d8e685c14213
5332f760e4b03c9a25efd11b,511111603719,,,,Honest Ade,,5332f5ebe4b03c9a25efd0a8
5f16f536be37ce2b30061e29,511111215103,TEST BRANDCODE @1595340086791,Candy & Sweets,CANDY_AND_SWEETS,test brand @1595340086791,,5332fa12e4b03c9a25efd1e7
5d642dbfa3a018514994f42e,511111005148,511111005148,Magazines,,Shape,,5d5d4fd16d5f3b23d1bc7905
5e3875d2ee7f2d697e835bce,511111013914,ESSIE,Beauty,,Essie,,5e28b81cee7f2d697e835bcd
5332f9f3e4b03c9a25efd1c9,511111303220,,,,Pop-tarts,,5332f5f2e4b03c9a25efd0aa
5c45f91b87ff3552f950f027,511111204923,0987654321,Grocery,,Brand1,True,5c45f8b087ff3552f950f026
58861c7d4e8d0d20bc42c4d6,511111601449,,Snacks,,Jell-O Refrigerated Pudding & Gelatin,False,559c2234e4b06aca36af13c6
55b630fde4b0d8e685c14223,511111502586,,,,Diet Dr. Pepper,,55b62995e4b0d8e685c14213
5ab158e8e4b0915382df7622,511111404446,CAMPBELLS WELL YES,Canned Goods & Soups,,Campbell's Well Yes!,False,5a734034e4b0d58f376be874
5fcda494be37ce688e08b0cf,511111717966,TEST BRANDCODE @1607312532304,Baking,BAKING,test brand @1607312532304,False,5fcda494be37ce688e08b0cb
5f3ff222be37ce1c81aa1e0e,511111215615,TEST BRANDCODE @1598026274643,Baking,BAKING,test brand @1598026274643,,5f3ff222be37ce1c81aa1e0c
5f772952be37ce6b592e90d2,511111816775,TEST BRANDCODE @1601644881995,Baking,BAKING,test brand @1601644881995,,5f772951be37ce6b592e90d1
5fa1c568be37ce402c4618f6,511111717249,,Baking,BAKING,test brand @1604437352935,False,5fa1c568be37ce402c4618f5
5fb82236be37ce522e165cdf,511111217749,BEEF STEAK,,,Beef Steak,False,5fb6b608be37ce522e165cb9
5a02188be4b00d6a5ccb394d,511111300588,POND'S,Beauty,,POND'S,False,5332f5f6e4b03c9a25efd0b4
5e387617ee7f2d697e835bd0,511111713937,L’OREAL PARIS - COSMETICS,Beauty,,L’Oreal Paris - Cosmetics,,5e28b81cee7f2d697e835bcd
57ebc2ace4b0ac389136a346,511111801962,,Deli,,P3,False,559c2234e4b06aca36af13c6
5da6094ca60b87376833e357,511111605829,511111605829,Health & Wellness,,ONE A DAY® MENS,,53e10d6368abd3c7065097cc
5f16f536be37ce2b30061e28,511111615095,TEST BRANDCODE @1595340086078,Baking,BAKING,test brand @1595340086078,,5f16f535be37ce2b30061e24
5f872b84be37ce66db5dd97a,511111917045,TEST BRANDCODE @1602694020787,Candy & Sweets,CANDY_AND_SWEETS,test brand @1602694020787,,5332fa12e4b03c9a25efd1e7
585a9726e4b03e62d1ce0e95,511111501497,,Beverages,,Tazo,,53e10d6368abd3c7065097cc
5f7ba645be37ce23081c528d,511111516910,TEST BRANDCODE @1601939013649,Baking,BAKING,test brand @1601939013649,,5f7ba644be37ce23081c5289
5332f7d3e4b03c9a25efd14e,511111803393,,Snacks,,Cheez-It,,5332f5f2e4b03c9a25efd0aa
5f504acabe37ce0b793c9418,511111316480,,Baking,BAKING,test brand @1599097546963,,5f504acabe37ce0b793c9417
5afda3a8e4b03bf01c2a2967,511111604525,SNACK FACTORY,Snacks,,Snack Factory,False,5a734034e4b0d58f376be874
57c08294e4b0718ff5fcb039,511111202448,,,,Jupiler,,5332f7a7e4b03c9a25efd134
5332f77ce4b03c9a25efd12a,511111703617,,,,Gardetto's,,5332f5f3e4b03c9a25efd0ae
5332f9ede4b03c9a25efd1c2,511111403289,,,,Danimals,,5332f7ffe4b03c9a25efd16b
58861c7e4e8d0d20bc42c4e2,511111201403,MILLER64,Beer Wine Spirits,,Miller 64,False,5332f709e4b03c9a25efd0f1
592486bee410d61fcea3d12d,511111700814,I CAN'T BELIEVE IT'S NOT BUTTER!,Dairy,,I CAN'T BELIEVE IT'S NOT BUTTER!,,53e10d6368abd3c7065097cc
5da608dfa60b87376833e354,511111805786,511111805786,Health & Wellness,,ONE A DAY® ENERGY ,,53e10d6368abd3c7065097cc
5ffe3a87be37ce7aab2d4fd9,511111419532,TEST BRANDCODE @1610496647142,Candy & Sweets,CANDY_AND_SWEETS,test brand @1610496647142,False,5332fa12e4b03c9a25efd1e7
5ffe3a87be37ce7aab2d4fdb,511111619543,,Baking,BAKING,test brand @1610496647311,False,5ffe3a87be37ce7aab2d4fda
5ffe3a86be37ce7aab2d4fd7,511111719519,TEST BRANDCODE @1610496646289,Baking,BAKING,test brand @1610496646289,False,5ffe3a85be37ce7aab2d4fd4
5fff3a7abe37ce2bb793010e,511111119555,,Baking,BAKING,test brand @1610562170795,False,5fff3a7abe37ce2bb793010d
5ffe3a86be37ce7aab2d4fd8,511111919520,TEST BRANDCODE @1610496646345,Baking,BAKING,test brand @1610496646345,False,5ffe3a85be37ce7aab2d4fd4
5ffe3a86be37ce7aab2d4fd6,511111219507,TEST BRANDCODE @1610496646232,Baking,BAKING,test brand @1610496646232,False,5ffe3a85be37ce7aab2d4fd4
5ffe35eabe37ce5e01754c47,511111219385,TEST BRANDCODE @1610495466218,Baking,BAKING,test brand @1610495466218,False,5ffe35eabe37ce5e01754c45
5ffe347ebe37ce5e01754c3f,511111119326,TEST BRANDCODE @1610495102462,Baking,BAKING,test brand @1610495102462,False,5ffe347ebe37ce5e01754c3d
5ffe35eabe37ce5e01754c48,511111719397,TEST BRANDCODE @1610495466250,Baking,BAKING,test brand @1610495466250,False,5ffe35eabe37ce5e01754c45
57ebc28be4b0ac389136a344,511111501985,KRAFT MIRACLE WHIP,Condiments & Sauces,,Miracle Whip,False,559c2234e4b06aca36af13c6
58b59989e4b0857c2ddb7255,511111400998,,Beer Wine Spirits,,Redd's Wicked,False,5332f709e4b03c9a25efd0f1
5f403232be37ce5f78d9ed19,511111015697,TEST BRANDCODE @1598042674173,Candy & Sweets,CANDY_AND_SWEETS,test brand @1598042674173,,5332fa12e4b03c9a25efd1e7
5f493e72be37ce64d0ae36c4,511111216094,TEST BRANDCODE @1598635634796,Baking,BAKING,test brand @1598635634796,,5f493e72be37ce64d0ae36c2
5a5d257fe4b06ba572cf24a3,511111300212,SHEAF STOUT,Beer Wine Spirits,,Sheaf Stout,,5332f709e4b03c9a25efd0f1
585a963ce4b03e62d1ce0e78,511111001768,CHEETOS,Snacks,,Cheetos,True,5332f5fbe4b03c9a25efd0ba
5fb82a68be37ce522e165ce6,511111217817,NATURES HARVEST,Grocery,GROCERY,Nature's Harvest,False,5fb6b608be37ce522e165cb9
5d6415d5a3a018514994f429,511111605058,511111605058,Magazines,,Health Magazine,,5d5d4fd16d5f3b23d1bc7905
5332fa7ae4b03c9a25efd229,511111402961,,,,Fanta,,5332f5ebe4b03c9a25efd0a8
5f494c5e04db711dd8fe87e4,511111216148,TEST BRANDCODE @1598639198570,Baking,BAKING,test brand @1598639198570,,5f494c5d04db711dd8fe87e2
5f772951be37ce6b592e90d0,511111316763,,Baking,BAKING,test brand @1601644881253,,5f772951be37ce6b592e90cf
5f504ac2be37ce0b793c9415,511111616467,TEST BRANDCODE @1599097538609,Baking,BAKING,test brand @1599097538609,,5f504ac2be37ce0b793c9411
5bd201cc965c7d66d92731ee,511111704706,SCOTT,Household,,Scott,False,550b2565e4b001d5e9e4146f
5fd2a0bfbe37ce49eb72c0f1,511111218135,TEST BRANDCODE @1607639231674,Baking,BAKING,test brand @1607639231674,False,5fd2a0bfbe37ce49eb72c0ef
5daf3507a60b87376833e35c,511111505921,EPIC,Health & Wellness,,EPIC™,,5332f5f3e4b03c9a25efd0ae
