receipt_id,barcode,description,final_price,item_price,quantity_purchased,needs_fetch_review,needs_fetch_review_reason,partner_item_id,prevent_target_gap_points,user_flagged_barcode,user_flagged_description,user_flagged_new_item,user_flagged_price,user_flagged_quantity,points_not_awarded_reason,points_payer_id,rewards_group,rewards_product_partner_id
5ff1e1b40a7214ada100055b,,,,,,True,USER_FLAGGED,2,True,034100573065,MILLER LITE 24 PACK 12OZ CAN,True,29.00,1,,,,
5ff1e1b40a7214ada100055b,,,,,,True,USER_FLAGGED,3,True,034100573065,MILLER LITE 24 PACK 12OZ CAN,True,29.00,1,,,,
5ff1e1b40a7214ada100055b,,,,,,True,USER_FLAGGED,4,True,034100573065,MILLER LITE 24 PACK 12OZ CAN,True,29.00,1,,,,
5ff1e1b40a7214ada100055b,,,,,,True,USER_FLAGGED,5,True,034100573065,MILLER LITE 24 PACK 12OZ CAN,True,29.00,1,,,,
5ff1e1b40a7214ada100055b,,,,,,True,USER_FLAGGED,6,True,034100573065,MILLER LITE 24 PACK 12OZ CAN,True,29.00,1,,,,
5ff1e1b40a7214ada100055b,,,,,,True,USER_FLAGGED,7,True,034100573065,MILLER LITE 24 PACK 12OZ CAN,True,29.00,1,,,,
5ff1e1b40a7214ada100055b,,,,,,True,USER_FLAGGED,8,True,034100573065,MILLER LITE 24 PACK 12OZ CAN,True,29.00,1,,,,
5ff1e1b40a7214ada100055b,,,,,,True,USER_FLAGGED,9,True,034100573065,MILLER LITE 24 PACK 12OZ CAN,True,29.00,1,,,,
5ff1e1b40a7214ada100055b,,,,,,True,USER_FLAGGED,10,True,034100573065,MILLER LITE 24 PACK 12OZ CAN,True,29.00,1,,,,
5ff1e1b40a7214ada100055b,,,,,,True,USER_FLAGGED,11,True,034100573065,MILLER LITE 24 PACK 12OZ CAN,True,29.00,1,,,,
5ff1e1eb0a720f0523000576,4011,ITEM NOT FOUND,26.00,26.00,2,False,,1,True,4011,,True,26.00,2,,,,
5ff1e1c80a720f052300056d,4011,ITEM NOT FOUND,1,1,1,,,1,,,,,,,,,,
5ff1e1c80a720f052300056d,1234,,,,,True,USER_FLAGGED,2,True,1234,,True,,,,,,
5f9c74f90a7214ad07000038,075925306254,,1,1,1,False,,1,,,,,,,,,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,5e7cf838f221c312e698a628
5f9c74f90a7214ad07000038,075925306254,,10.00,10.00,2,False,,2,True,075925306254,,True,10.00,2,,,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,5e7cf838f221c312e698a628
5f9c74f90a7214ad07000038,034100573065,MILLER LITE 24 PACK 12OZ CAN,1.00,1.00,1,False,,3,True,034100573065,,True,1.00,1,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1
5f9c74f90a7214ad07000038,034100573065,MILLER LITE 24 PACK 12OZ CAN,1.00,1.00,1,False,,4,True,034100573065,,True,1.00,1,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1
5f9c74f90a7214ad07000038,034100573065,MILLER LITE 24 PACK 12OZ CAN,1.00,1.00,1,False,,5,True,034100573065,,True,1.00,1,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1
5ff1e1960a720f0523000567,4011,ITEM NOT FOUND,1,1,1,,,1,,,,,,,,,,
5ff1e1ec0a7214ada100056c,4011,ITEM NOT FOUND,21.00,21.00,2,False,,1,True,4011,,True,21.00,2,,,,
5ff1e1d70a720f0523000571,041000168468,KNORR ASSORTED PASTA SIDE DISH POUCH IN CARDBORD BX 34.4 OZ,1,1,1,,,1,,,,,,,,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,5332f5f6e4b03c9a25efd0b4
5ff1e1d70a720f0523000571,2700719497082,NEXXUS REPLENISHING HAIR TREATMENT LIQUID RP 33.8 OZ,1,1,1,,,2,,,,,,,,5332f5f6e4b03c9a25efd0b4,NEXXUS HAIR CARE,5332f5f6e4b03c9a25efd0b4
5ff1e1c60a7214ada100055e,4011,ITEM NOT FOUND,1,1,1,,,1,,,,,,,,,,
5ff1e1c60a7214ada100055e,1234,,,,,True,USER_FLAGGED,2,True,1234,,True,,,,,,
5ff1e1ee0a7214ada1000570,4011,ITEM NOT FOUND,27.00,27.00,5,False,,1,True,4011,,True,27.00,5,,,,
5ff1e1cf0a720f0523000570,4011,ITEM NOT FOUND,1,1,1,,,1,,,,,,,,,,
5ff1e1cf0a720f0523000570,1234,,,,,True,USER_FLAGGED,2,True,1234,,True,,,,,,
5ff1e1e10a720f0523000572,079400066619,SUAVE PROFESSIONALS MOISTURIZING SHAMPOO LIQUID PLASTIC BOTTLE RP 12.6 OZ - 0079400066612,1,1,1,False,,1,True,079400066619,,,,,,5332f5f6e4b03c9a25efd0b4,SUAVE HAIR CARE,5332f5f6e4b03c9a25efd0b4
5ff1e1d40a7214ada1000562,,DELETED ITEM,1,1,1,,,1,,,,,,,,,,
5ff1e1d40a7214ada1000562,051500720011,JIF CRMY PNT BTR JAR 40 OZ,2,2,2,,,2,,,,,,,,,,
5ff1e1ee0a720f0523000578,4011,ITEM NOT FOUND,27.00,27.00,4,False,,1,True,4011,,True,27.00,4,,,,
5ff371030a7214ada10005a5,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,1,,,1,,,,,,,,559c2234e4b06aca36af13c6,CAPRI SUN ROARIN' WATERS BEVERAGE DRINK,559c2234e4b06aca36af13c6
5ff371030a7214ada10005a5,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,1,,,2,,,,,,,,559c2234e4b06aca36af13c6,CAPRI SUN ROARIN' WATERS BEVERAGE DRINK,559c2234e4b06aca36af13c6
5ff371030a7214ada10005a5,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,1,,,3,,,,,,,,559c2234e4b06aca36af13c6,CAPRI SUN ROARIN' WATERS BEVERAGE DRINK,559c2234e4b06aca36af13c6
5ff371030a7214ada10005a5,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,1,,,4,,,,,,,,559c2234e4b06aca36af13c6,CAPRI SUN ROARIN' WATERS BEVERAGE DRINK,559c2234e4b06aca36af13c6
5ff371030a7214ada10005a5,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,1,,,5,,,,,,,,559c2234e4b06aca36af13c6,CAPRI SUN ROARIN' WATERS BEVERAGE DRINK,559c2234e4b06aca36af13c6
5ff371030a7214ada10005a5,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,1,,,6,,,,,,,,559c2234e4b06aca36af13c6,CAPRI SUN ROARIN' WATERS BEVERAGE DRINK,559c2234e4b06aca36af13c6
5ff371030a7214ada10005a5,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,1,,,7,,,,,,,,559c2234e4b06aca36af13c6,CAPRI SUN ROARIN' WATERS BEVERAGE DRINK,559c2234e4b06aca36af13c6
5ff371030a7214ada10005a5,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,1,,,8,,,,,,,,559c2234e4b06aca36af13c6,CAPRI SUN ROARIN' WATERS BEVERAGE DRINK,559c2234e4b06aca36af13c6
5ff371030a7214ada10005a5,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,1,,,9,,,,,,,,559c2234e4b06aca36af13c6,CAPRI SUN ROARIN' WATERS BEVERAGE DRINK,559c2234e4b06aca36af13c6
5ff371030a7214ada10005a5,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,1,,,10,,,,,,,,559c2234e4b06aca36af13c6,CAPRI SUN ROARIN' WATERS BEVERAGE DRINK,559c2234e4b06aca36af13c6
5ff36dcc0a720f05230005b1,071040063102,,0.99,0.99,1,,,1,,,,,,,,,SARGENTO STRING OR STICK CHEESE,5e7cf838f221c312e698a628
5ff36c750a7214ada100058f,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,1,,,1,,,,,,,,559c2234e4b06aca36af13c6,PLANTERS CASHEWS,559c2234e4b06aca36af13c6
5ff36c750a7214ada100058f,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,1,,,2,,,,,,,,559c2234e4b06aca36af13c6,PLANTERS CASHEWS,559c2234e4b06aca36af13c6
5ff36c750a7214ada100058f,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,1,,,3,,,,,,,,559c2234e4b06aca36af13c6,PLANTERS CASHEWS,559c2234e4b06aca36af13c6
5ff36c750a7214ada100058f,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,1,,,4,,,,,,,,559c2234e4b06aca36af13c6,PLANTERS CASHEWS,559c2234e4b06aca36af13c6
5ff36c750a7214ada100058f,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,1,,,5,,,,,,,,559c2234e4b06aca36af13c6,PLANTERS CASHEWS,559c2234e4b06aca36af13c6
5ff36c750a7214ada100058f,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,1,,,6,,,,,,,,559c2234e4b06aca36af13c6,PLANTERS CASHEWS,559c2234e4b06aca36af13c6
5ff36c750a7214ada100058f,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,1,,,7,,,,,,,,559c2234e4b06aca36af13c6,PLANTERS CASHEWS,559c2234e4b06aca36af13c6
5ff36c750a7214ada100058f,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,1,,,8,,,,,,,,559c2234e4b06aca36af13c6,PLANTERS CASHEWS,559c2234e4b06aca36af13c6
5ff36c750a7214ada100058f,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,1,,,9,,,,,,,,559c2234e4b06aca36af13c6,PLANTERS CASHEWS,559c2234e4b06aca36af13c6
5ff36d860a720f05230005a7,041129002292,CLASSICO Traditional Basil Pesto 14OZ 12pack,1,1,1,,,1,,,,,,,,559c2234e4b06aca36af13c6,CLASSICO PESTO,559c2234e4b06aca36af13c6
5ff36d9f0a720f05230005ab,043000946060,K9 Crystal Chandelier with 4 Lights in Globe Shape,1,1,1,,,1,,,,,,,,559c2234e4b06aca36af13c6,KOOL-AID BURSTS DRINK,559c2234e4b06aca36af13c6
5ff36adb0a720f0523000590,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,9.99,1,,,1,,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER LUNCH MEAT,559c2234e4b06aca36af13c6
5ff36adb0a720f0523000590,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,9.99,1,,,2,,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER LUNCH MEAT,559c2234e4b06aca36af13c6
5ff36adb0a720f0523000590,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,9.99,1,,,3,,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER LUNCH MEAT,559c2234e4b06aca36af13c6
5ff36adb0a720f0523000590,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,9.99,1,,,4,,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER LUNCH MEAT,559c2234e4b06aca36af13c6
5ff36adb0a720f0523000590,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,9.99,1,,,5,,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER LUNCH MEAT,559c2234e4b06aca36af13c6
5ff36da00a7214ada100059b,021000012961,,1,1,1,,,1,,,,,,,,,SARGENTO STRING OR STICK CHEESE,5e7cf838f221c312e698a628
5ff36dc40a7214ada100059f,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,1,,,1,,,,,,,,,,559c2234e4b06aca36af13c6
5ff36dc40a7214ada100059f,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,1,,,2,,,,,,,,,,559c2234e4b06aca36af13c6
5ff36dc40a7214ada100059f,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,1,,,3,,,,,,,,,,559c2234e4b06aca36af13c6
5ff36dc40a7214ada100059f,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,1,,,4,,,,,,,,,,559c2234e4b06aca36af13c6
5ff36dc40a7214ada100059f,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,1,,,5,,,,,,,,,,559c2234e4b06aca36af13c6
5ff36dc40a7214ada100059f,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,1,,,6,,,,,,,,,,559c2234e4b06aca36af13c6
5ff36dc40a7214ada100059f,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,1,,,7,,,,,,,,,,559c2234e4b06aca36af13c6
5ff36dc40a7214ada100059f,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,1,,,8,,,,,,,,,,559c2234e4b06aca36af13c6
5ff36dc40a7214ada100059f,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,1,,,9,,,,,,,,,,559c2234e4b06aca36af13c6
5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,1,,,1,,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6
5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,1,,,2,,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6
5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,1,,,3,,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6
5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,1,,,4,,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6
5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,1,,,5,,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6
5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,1,,,6,,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6
5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,1,,,7,,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6
5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,1,,,8,,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6
5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,1,,,9,,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6
5ff36d780a7214ada1000593,021000059232,,10,10,1,,,1,,,,,,,,,SARGENTO SLICED NATURAL CHEESE 7OZ OR SMALLER,5e7cf838f221c312e698a628
5ff371410a7214ada10005ba,043000004944,"MAXWELL HOUSE Orange International Cafe Beverage Mix, 9.3 OZ",1,1,1,,,1,,,,,,,,559c2234e4b06aca36af13c6,MAXWELL HOUSE INTERNATIONAL INSTANT COFFEE,559c2234e4b06aca36af13c6
5ff36c8b0a720f05230005a1,759283400082,KRAFT BACK TO NATURE CHEDDAR CHEESE SHELL MACARONI AND CHEESE MIX 6 OZ - 0759283400081,1,1,1,,,1,,,,,,,,,,5e825d64f221c312e698a62a
5ff36c550a7214ada1000588,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,5,1,,,1,,,,,,,,,,559c2234e4b06aca36af13c6
5ff36c550a7214ada1000588,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,5,1,,,2,,,,,,,,,,559c2234e4b06aca36af13c6
5ff36c550a7214ada1000588,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,5,1,,,3,,,,,,,,,,559c2234e4b06aca36af13c6
5ff36c550a7214ada1000588,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,5,1,,,4,,,,,,,,,,559c2234e4b06aca36af13c6
5ff36c550a7214ada1000588,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,5,1,,,5,,,,,,,,,,559c2234e4b06aca36af13c6
5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,1,,,1,,,,,,,,,,559c2234e4b06aca36af13c6
5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,1,,,2,,,,,,,,,,559c2234e4b06aca36af13c6
5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,1,,,3,,,,,,,,,,559c2234e4b06aca36af13c6
5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,1,,,4,,,,,,,,,,559c2234e4b06aca36af13c6
5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,1,,,5,,,,,,,,,,559c2234e4b06aca36af13c6
5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,1,,,6,,,,,,,,,,559c2234e4b06aca36af13c6
5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,1,,,7,,,,,,,,,,559c2234e4b06aca36af13c6
5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,1,,,8,,,,,,,,,,559c2234e4b06aca36af13c6
5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,1,,,9,,,,,,,,,,559c2234e4b06aca36af13c6
5ff371450a7214ada10005bd,029000024748,NATURE TREE Walnuts 8oz,9.99,9.99,1,,,1,,,,,,,,,,559c2234e4b06aca36af13c6
5ff371450a7214ada10005bd,029000024748,NATURE TREE Walnuts 8oz,9.99,9.99,1,,,2,,,,,,,,,,559c2234e4b06aca36af13c6
5ff371450a7214ada10005bd,029000024748,NATURE TREE Walnuts 8oz,9.99,9.99,1,,,3,,,,,,,,,,559c2234e4b06aca36af13c6
5ff371450a7214ada10005bd,029000024748,NATURE TREE Walnuts 8oz,9.99,9.99,1,,,4,,,,,,,,,,559c2234e4b06aca36af13c6
5ff371450a7214ada10005bd,029000024748,NATURE TREE Walnuts 8oz,9.99,9.99,1,,,5,,,,,,,,,,559c2234e4b06aca36af13c6
5ff36d9d0a720f05230005aa,044700002810,OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281,5,5,1,,,1,,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER HOT DOG - BEEF FRANKS,559c2234e4b06aca36af13c6
